Time,Latitude,Longitude,Message,Type
16:44,1.325261604629835,103.66099621510628,(29/10)16:25 Accident on AYE (towards Tuas) after Tuas Rd Exit. Avoid lane 2.,Accident
16:44,1.3252671133302498,103.66101256833453,(29/10)16:25 Vehicle breakdown on AYE (towards Tuas) after Tuas Rd Exit. Avoid lane 2.,Vehicle breakdown
16:44,1.3015835102242437,103.83515691360388,(29/10)16:13 Vehicle breakdown on Orchard Turn near Orchard Link/Orchard Turn Junction.,Vehicle breakdown
16:44,1.3019456272753809,103.83459549352423,(29/10)16:09 Heavy Traffic on Orchard Turn (towards Orchard Boulevard) after Orchard Link.,Heavy Traffic
16:54,1.3252671133302498,103.66101256833453,(29/10)16:25 Vehicle breakdown on AYE (towards Tuas) after Tuas Rd Exit. Avoid lanes 2 and 3.,Vehicle breakdown
17:04,1.3049190792013443,103.8321043639791,(29/10)17:00 Road Closure on Orchard Road (towards Bras Basah Rd) after Scotts Road.,Road Block
17:10,1.348623651926245,103.95557062175811,(29/10)17:08 Vehicle breakdown on PIE (towards Tuas) at Simei Rd Entrance.,Vehicle breakdown
18:14,1.3599913615550765,103.96126100090412,(29/10)18:12 Vehicle breakdown on TPE (towards SLE) after Tampines Ave 7 Exit.,Vehicle breakdown
18:20,1.2858243545451002,103.79799257014477,(29/10)18:17 Stationary Vehicle on AYE (towards Tuas) before Normanton Exit.,Unattended Vehicle
18:24,1.321577189902972,103.85627633950328,(29/10)18:21 Heavy Traffic on CTE (towards AYE) between PIE(Changi) Exit and Balestier Rd Exit.,Heavy Traffic
18:26,1.2655838836092104,103.82423575854394,(29/10)18:22 Heavy Traffic on Telok Blangah Slip Road between Sentosa Gateway/Telok Blangah Road Junction and Cantonment Link.,Heavy Traffic
18:26,1.2858243545451002,103.79799257014477,(29/10)18:17 Stationary Vehicle on AYE (towards Tuas) before Normanton Exit. Avoid lane 4.,Unattended Vehicle
18:30,1.272548226755269,103.83935610836281,(29/10)18:28 Vehicle breakdown on AYE (towards MCE) after Keppel Rd Entrance.,Vehicle breakdown
18:40,1.3878553185610119,103.85822111524745,(29/10)18:38 Vehicle breakdown on CTE (towards SLE) after Yio Chu Kang Rd Exit.,Vehicle breakdown
18:48,1.2721093542090844,103.83203016068992,(29/10)18:44 Heavy Traffic on AYE (towards Tuas) at Telok Blangah Rd Exit.,Heavy Traffic
18:52,1.272548226755269,103.83935610836281,(29/10)18:28 Vehicle breakdown on AYE (towards MCE) after Keppel Rd Entrance. Avoid lane 4.,Vehicle breakdown
18:56,1.2976343804809396,103.89887894488407,(29/10)18:54 Obstacle on ECP (towards Changi Airport) after Tg Katong Rd Exit. Avoid lane 4.,Obstacle
19:00,1.2979361534004532,103.89973474362957,(29/10)18:54 Obstacle on ECP (towards Changi Airport) after Tg Katong Rd Exit.,Obstacle
19:00,1.321577189902972,103.85627633950328,(29/10)18:21 Heavy Traffic on CTE (towards AYE) between AMK Ave 1 Exit and Balestier Rd Exit.,Heavy Traffic
19:16,1.2962025968190425,103.8950741440384,(29/10)19:13 Vehicle breakdown on ECP (towards Changi Airport) before Tg Katong Rd Exit.,Vehicle breakdown
19:29,1.2926429824150625,103.87527914073645,(29/10)19:26 Vehicle breakdown on MCE (towards AYE) before ECP (City) Entrance.,Vehicle breakdown
19:31,1.3508051401000838,103.85780999088121,(29/10)19:28 Vehicle breakdown on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit.,Vehicle breakdown
19:39,1.3480455524029749,103.85880756505158,(29/10)19:28 Vehicle breakdown on CTE (towards AYE) before PIE(Changi) Exit.,Vehicle breakdown
19:47,1.3920090644334415,103.85805105780271,(29/10)19:44 Vehicle breakdown on SLE (towards CTE) after TPE Exit.,Vehicle breakdown
19:47,1.275082752914979,103.86665543293621,(29/10)19:40 Vehicle breakdown on MCE (towards AYE) after Central Blvd Exit.,Vehicle breakdown
19:49,1.3072626823294575,103.87659213269258,(29/10)19:45 Vehicle breakdown on KPE (towards TPE) before Nicoll Highway Entrance.,Vehicle breakdown
20:27,1.3243948967423755,103.897779479306,(29/10)20:23 Vehicle breakdown on PIE (towards Changi Airport) after Paya Lebar Rd.,Vehicle breakdown
20:51,1.4017886298349096,103.81221194767595,(29/10)20:47 Roadworks on SLE (towards BKE) after Upper Thomson Rd Exit. Avoid lane 1.,Roadwork
21:01,1.4283824766926407,103.76995738659677,(29/10)20:58 Vehicle breakdown on BKE (towards PIE) at Woodlands Ave 3 Entrance.,Vehicle breakdown
21:05,1.4248898146365856,103.77606026147909,(29/10)21:01 Vehicle breakdown on SLE (towards BKE) before BKE Exit.,Vehicle breakdown
21:41,1.404296606156658,103.81063375232391,(29/10)21:37 Vehicle breakdown on SLE (towards BKE) after Upper Thomson Rd Exit.,Vehicle breakdown
22:05,1.3318773877099834,103.9659058692576,(29/10)22:02 Roadworks on Changi South Avenue 2 (towards Changi South Avenue 3) after Changi South Street 2. Avoid left lane.,Roadwork
22:11,1.323439642867552,103.85768464121736,(29/10)22:08 Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit.,Heavy Traffic
22:19,1.3644739542475843,103.8596124766064,(29/10)22:16 Accident on CTE (towards SLE) before AMK Ave 3 Exit with congestion till Braddell Rd Exit. Avoid lane 1.,Accident
22:21,1.4264865136745843,103.78217360957173,(29/10)22:18 Vehicle breakdown on SLE (towards BKE) after Woodlands Ave 2 Exit.,Vehicle breakdown
22:33,1.3644739542475843,103.8596124766064,(29/10)22:16 Heavy Traffic on CTE (towards SLE) before AMK Ave 3 Exit,Heavy Traffic
22:37,1.3333252111335772,103.92154641275522,(29/10)22:35 Vehicle breakdown on PIE (towards Tuas) after Bedok North Avenue 3 exit.,Vehicle breakdown
22:41,1.3381491569890018,103.86198611361559,(29/10)22:39 Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lanes 1 and 3.,Accident
22:41,1.4154836806762057,103.7713792043513,(29/10)22:33 Vehicle breakdown on BKE (towards Woodlands) after Mandai Rd Entrance.,Vehicle breakdown
22:43,1.3566571930076423,103.90173358592341,(29/10)22:40 Vehicle breakdown on KPE (towards TPE) before Tampines Rd Exit.,Vehicle breakdown
22:43,1.3381491569890018,103.86198611361559,(29/10)22:39 Accident on CTE (towards SLE) after Braddell Rd Exit with congestion till PIE(Changi) Exit.,Accident
23:01,1.295123741392696,103.8781126111442,(29/10)22:58 Obstacle on MCE (towards AYE) at Fort Rd Entrance.,Obstacle
23:12,1.3216119179723924,103.85622574232252,(29/10)23:09 Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 3.,Accident
23:14,1.3216119179723924,103.85622574232252,(29/10)23:09 Accident on CTE (towards SLE) after Moulmein Rd Exit with congestion till Moulmein Rd Exit. Avoid lane 3.,Accident
23:26,1.3216119179723924,103.85622574232252,(29/10)23:09 Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit,Heavy Traffic
23:30,1.377388250214635,103.92814225884649,(29/10)23:26 Vehicle breakdown on TPE (towards PIE) after Pasir Ris Dr 12 Exit.,Vehicle breakdown
23:32,1.3221907063866614,103.85674906480374,(29/10)23:28 Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 1.,Accident
23:34,1.3221907063866614,103.85674906480374,(29/10)23:28 Accident on CTE (towards SLE) after Moulmein Rd Exit with congestion till Bukit Timah Rd Entrance. Avoid lane 1.,Accident
